time, heard, learned, nov_n_min1, nov_n_min2, all, lrn, n, v, oth
819,406,229,-1,-1,0.705616982178,0.860719225586,0.687467931375,0.665810436266,0.770883654043
820,407,229,-1,-1,0.704853063891,0.860744327584,0.687470092515,0.662927937668,0.770929528046
821,408,230,0.789367936156,-1,0.705059908759,0.860433464291,0.687981679723,0.662927623327,0.770929528046
822,408,230,-1,-1,0.705056279713,0.86042702668,0.687983749287,0.66292656566,0.770913678863
823,408,230,-1,-1,0.705056262373,0.860426995919,0.687983749287,0.66292656566,0.770913616252
824,409,230,0.567993968546,-1,0.704728200018,0.860439538488,0.687391805337,0.662949043019,0.770905881505
825,409,230,-1,-1,0.704728173674,0.860439491641,0.687391805337,0.662949043019,0.770905786153
826,410,230,-1,-1,0.704403595737,0.8607694632,0.687533581589,0.663438519495,0.768497018095
827,410,230,-1,-1,0.704404078594,0.860770323945,0.687533581589,0.663438519495,0.768498754687
828,410,230,-1,-1,0.704799598746,0.86075175998,0.688333236117,0.663439420352,0.768517578147
829,410,230,-1,-1,0.704797897201,0.860748726791,0.688331726716,0.663439952945,0.768513658128
830,411,231,-1,-1,0.705313894171,0.86124762013,0.688981090984,0.663080283104,0.769903551283
831,412,232,-1,-1,0.705432091341,0.860785393872,0.689304216063,0.663080283104,0.769904269672
832,412,232,-1,-1,0.705431233873,0.860783871128,0.689304216063,0.663080283104,0.769901170754
833,414,233,-1,-1,0.70423075412,0.860438678128,0.689922401121,0.657539564475,0.770006251732
834,414,233,-1,-1,0.704229907072,0.860437173072,0.689922401121,0.657539564475,0.770003175609
835,414,233,-1,-1,0.704239524227,0.860454261065,0.689925811332,0.657538066057,0.770033389585
836,415,233,0.610671083632,-1,0.704017661316,0.860460678801,0.689533728927,0.65753437887,0.770049234164
837,416,233,0.414768266373,-1,0.70332366031,0.860463017756,0.688181129413,0.657533611117,0.770053034365
838,417,233,-1,-1,0.703304581173,0.860468164798,0.688210478776,0.657533611117,0.770063554197
839,417,234,-1,-1,0.703849744489,0.860189784057,0.689235778608,0.657541181351,0.770216383003
840,417,234,-1,-1,0.703839510184,0.860171546,0.68923604161,0.657543093974,0.770176815393
841,417,234,-1,-1,0.704206798368,0.860203443818,0.689237691263,0.65901937368,0.770235332523
842,418,235,0.338488045567,-1,0.704377874252,0.85968587169,0.687526547766,0.659015652504,0.774074206556
843,419,235,-1,-1,0.704480940376,0.860255709605,0.687727858507,0.65680060236,0.776431954276
844,420,235,-1,-1,0.70444214595,0.860272750457,0.687733061518,0.657076734379,0.776453276453
845,421,236,-1,-1,0.704853367705,0.860346029077,0.688654583087,0.657076734379,0.776453276453
846,421,236,-1,-1,0.704851353895,0.860342436645,0.688654583087,0.657076734379,0.776445839488
847,423,236,0.51217790617,0.51217790617,0.703963701888,0.860384259087,0.686959068918,0.65712222466,0.776489604148
848,423,236,-1,-1,0.703964664023,0.860385983592,0.686961836416,0.657120554794,0.776489604148
849,423,236,-1,-1,0.703964631606,0.860385925489,0.686962187896,0.657119695189,0.776489604148
850,423,236,-1,-1,0.704107561938,0.86064210994,0.687011255426,0.657125572578,0.776925217024
851,423,236,-1,-1,0.704115741153,0.860656770143,0.687011255426,0.657125572578,0.776955566217
852,423,237,-1,-1,0.704474202538,0.860551939245,0.687022957447,0.658524380124,0.777025001159
853,423,237,-1,-1,0.704791362854,0.861118010188,0.687025371712,0.659144668865,0.777647873822
854,423,238,-1,-1,0.705512408882,0.860895355872,0.688473933722,0.659150356842,0.777675304404
855,423,238,-1,-1,0.705512851633,0.860896142778,0.688473933722,0.659150356842,0.777676947243
856,423,238,-1,-1,0.705513814079,0.860897853342,0.688472594686,0.659152913366,0.777680696585
857,423,238,-1,-1,0.705525351523,0.860918358969,0.688479088831,0.659179149854,0.777688413003
858,423,238,-1,-1,0.705553617075,0.860968595642,0.688478646851,0.659178693932,0.777794503425
859,423,238,-1,-1,0.705554673603,0.860970473422,0.688478646851,0.659178693932,0.777798423703
860,423,238,-1,-1,0.705555607578,0.860972133385,0.688481333235,0.659177073172,0.777798423703
861,423,238,-1,-1,0.705556532832,0.860973777848,0.688481333235,0.659177073172,0.777801856882
862,424,238,0.58564563221,-1,0.705275635944,0.860977183817,0.68798996334,0.659176494162,0.777808257825
863,424,238,-1,-1,0.705274671134,0.860975464995,0.68798996334,0.659176494162,0.777804669407
864,424,239,-1,-1,0.706212856228,0.86060523546,0.689883300297,0.659173292109,0.777825778732
865,424,239,-1,-1,0.706194577895,0.860572808628,0.689846218896,0.659173292109,0.777825778732
866,424,239,-1,-1,0.706229165593,0.86063416923,0.68984497129,0.659342668118,0.777806646772
867,424,239,-1,-1,0.706228160862,0.860632386778,0.689845346927,0.65933644256,0.777807736833
868,425,239,-1,-1,0.706056781043,0.860752317877,0.689840607577,0.65811058796,0.778685657787
869,426,239,-1,-1,0.705822893807,0.860766588761,0.689844138904,0.657572550149,0.778711886539
870,426,239,-1,-1,0.705960346528,0.861011588171,0.690124305693,0.657572550149,0.778711886539
871,426,239,-1,-1,0.705960481739,0.861011829175,0.690124305693,0.657572550149,0.778712391801
872,426,239,-1,-1,0.705946057641,0.860986119277,0.690126103323,0.657571149438,0.778656461126
873,426,240,-1,-1,0.706415373381,0.860747697015,0.690121641979,0.659506019818,0.778670226714
874,426,240,-1,-1,0.707287929728,0.860832845601,0.690134573928,0.66216220547,0.779507236402
875,426,240,-1,-1,0.707287912635,0.860832815262,0.690134573928,0.66216220547,0.77950717253
876,426,240,-1,-1,0.707286616962,0.860830515441,0.690134573928,0.66216220547,0.779502330802
877,426,241,-1,-1,0.707826577371,0.860535342073,0.690127340665,0.662160881673,0.781534534638
878,426,241,-1,-1,0.707827025097,0.860536133488,0.690127340665,0.662160881673,0.781536207717
879,426,241,-1,-1,0.708131696534,0.860567915027,0.690728374632,0.662208810034,0.781529517472
880,427,242,0.553441365722,-1,0.708055343952,0.860197950269,0.69064820405,0.662207772409,0.781544811043
881,428,243,-1,-1,0.70813807075,0.859717557113,0.690862347644,0.662209002533,0.781610628658
882,429,243,0.592963949456,-1,0.707885997197,0.85974650595,0.690400949055,0.662208013279,0.781672510792
883,430,243,-1,-1,0.707301307396,0.859881380565,0.69055810311,0.659912717531,0.781669488578
884,430,243,-1,-1,0.707962763781,0.859884704138,0.690561912677,0.659912717531,0.784157371185
885,431,243,0.546245849089,-1,0.707676431253,0.860042348563,0.689886940973,0.659912717531,0.784488603681
886,431,243,-1,-1,0.707709936972,0.860101776401,0.689941878121,0.659916109083,0.784509539037
887,432,243,0.527165628816,-1,0.707230942297,0.859993211005,0.689030168,0.659945879748,0.784534558127
888,433,243,-1,-1,0.707110173717,0.859989637994,0.689016826173,0.659906456025,0.784551987156
889,433,243,-1,-1,0.707612115695,0.860054873528,0.689090902036,0.661825395472,0.784551987156
890,433,243,-1,-1,0.707759829399,0.860318083543,0.689120164223,0.661825395472,0.785058109312
891,434,243,0.447164082803,-1,0.707569770653,0.860504853242,0.688611939287,0.662282581216,0.785035460431
892,434,243,-1,-1,0.707568067706,0.860501811764,0.688613199106,0.662272962737,0.785035460431
893,434,243,-1,-1,0.707563241021,0.860493191264,0.688614780734,0.662271747086,0.78501522194
894,434,243,-1,-1,0.707571434466,0.860507824824,0.688616350723,0.662273512116,0.785041827898
